"line-clamp-1","text-inherit href","[&>em]:bg-blue-100","line-clamp-2","text-inherit href 2","mr-1","truncate","text-xs","text-xs 2","text-xs 3"
"Text Analysis","https://rapidapi.com/ai-engineer-ai-engineer-default/api/text-summary3/playground","Text Summary","The Text Summary API is a powerful tool designed to simplify the process of digesting lengthy articles and texts. With this API, users can input either a URL or a text block, and receive a concise summary of the content, condensed to their desired length, ranging from 90% to 95% reduction.","https://rapidapi.com/organization/ai-engineer","By AI Engineer","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/earonesty/api/big-text-summary/playground","Big Text Summary","Summarize or extract data from text that is much larger than any context window.   Think 1000 page pdf files.   Log files.","https://rapidapi.com/user/earonesty","By tactical","Updated 5 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/leet-speak-encoder-and-decoder-api-apiverve/playground","Leet Speak Encoder and Decoder API - APIVerve","Leet Speak is a simple tool for encoding and decoding Leet Speak. It returns the encoded or decoded Leet Speak","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/text-lemmatizer-api-apiverve/playground","Text Lemmatizer API - APIVerve","Lemmatizer is a simple tool for lemmatizing text. It returns the lemmatized text","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/almann/api/text-analysis-bundle/playground","Text Analysis Bundle","Bundle includes APIs: Lemmatizer, Text Similarity, Text Difficulty, Word Frequency, Token Extraction, Stop Words APIs.","https://rapidapi.com/user/almann","By almann","Updated 4 months ago","","",""
"Text Analysis","https://rapidapi.com/almann/api/token-extraction/playground","Token Extraction","Efficient, scalable API for accurate word and sentence tokenization. Ideal for NLP, text analysis, chatbots, and more","https://rapidapi.com/user/almann","By almann","Updated 6 months ago","","",""
"Text Analysis","https://rapidapi.com/ingvarolafson/api/text-sentiment-analysis7/playground","Text Sentiment Analysis","Find out if this text is positive or negative, including the tone level.","https://rapidapi.com/user/ingvarolafson","By ingvarolafson","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/HybridWebs/api/paragraph-counter/playground","Paragraph Counter","An API to count paragraphs in a given text.","https://rapidapi.com/user/HybridWebs","By Hybrid Webs","Updated 10 months ago","","",""
"Text Analysis","https://rapidapi.com/marklegosz/api/haiku-creator/playground","Haiku Creator","Turn any sentence, phrase or collection of words in to a Haiku! No poetry experience is necessary!","https://rapidapi.com/user/marklegosz","By legosz.com","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/ailiama/api/ocr-api4/playground","OCR API","Easy to use api to extract text characters from scanned images and pdf supporting 100 plus langauges.","https://rapidapi.com/user/ailiama","By ailiama","Updated 8 months ago","8.3","4766ms","100%"
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/title-capitalization-api-apiverve/playground","Title Capitalization API - APIVerve","Title Capitalization is a simple tool for converting title text to various cases. It returns the text converted to your desired case.","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/extracta-ai-extracta-ai-default/api/contract-parsing-api/playground","Contract Parsing API","Our AI-driven Contract API Parser offers an intelligent solution for automated data extraction and text mining from legal documents. It seamlessly integrates OCR and IDP technologies for processing unstructured PDF files, enhancing workflow digitalization with smart, custom metadata harvesting. This tool extract data using NLP for in-depth document analysis, providing a comprehensive, information retrieval software for efficient batch file processing and automation.","https://rapidapi.com/organization/extracta-ai","By Extracta.ai","Updated 4 months ago","8.1","7674ms","100%"
"Text Analysis","https://rapidapi.com/almann/api/stop-words/playground","Stop Words","Retrieve and remove stop words to optimize keyword extraction and enhance text processing efficiency.","https://rapidapi.com/user/almann","By almann","Updated 6 months ago","","",""
"Text Analysis","https://rapidapi.com/bahodirhusainov308/api/word-counter-api1/playground","Word Counter API","This api counts words in text","https://rapidapi.com/user/bahodirhusainov308","By Bahodir Husainov","Updated 4 months ago","","",""
"Text Analysis","https://rapidapi.com/agilebyte-agilebyte-default/api/text-classifier1/playground","Text Classifier","This API offers language detection, content classification and intensity level assessment for text inputs in English, German, French, Spanish, and Italian. It is designed to analyze text content and provide insights into its nature, ranging from benign to potentially harmful categories.","https://rapidapi.com/organization/agilebyte","By AgileByteIO","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/sandarne-creations-sandarne-creations-default/api/sc-translator-api/playground","SC Translator API","Simple and easy to use REST API for text translation. Support for 20 languages. Free to use with Paid plan available.","https://rapidapi.com/organization/sandarne-creations","By Sandarne Creations","Updated 3 months ago","","",""
"Text Analysis","https://rapidapi.com/hardysatiro/api/nfse-extraction-api/playground","Nfse Extraction API","Extraia automaticamente informações estruturadas de Notas Fiscais de Serviço Eletrônicas (NFSe) em PDF e Imagem, incluindo CNPJ, tributos e detalhes do serviço.","https://rapidapi.com/user/hardysatiro","By CronexAI","Updated 3 months ago","","",""
"Text Analysis","https://rapidapi.com/rizzards-of-oz-rizzards-of-oz-default/api/random-number7/playground","Random Number","Generate Random Number. Optionally, Generate random numbers within a specified range by providing optional query parameters minimum and maximum.","https://rapidapi.com/user/rizzards-of-oz-rizzards-of-oz-default","By API Chief Dev Team","Updated 11 months ago","","",""
"Text Analysis","https://rapidapi.com/mistakenpirate38/api/sentiment-analyzer5/playground","Sentiment Analyzer","A powerful Sentiment Analyzer API that identifies the sentiment of a given text (Positive, Neutral, or Negative) along with a confidence score. Perfect for chatbots, reviews, and content analysis.","https://rapidapi.com/user/mistakenpirate38","By Sameer Kashyap","Updated 4 months ago","","",""
"Text Analysis","https://rapidapi.com/armincdre/api/romanian-dictionary-word-definition-api/playground","Romanian Dictionary Word Definition API","This API allows you to fetch definitions of Romanian words, a Romanian dictionary. You can retrieve both standard definitions and additional context or meanings for a given word. Ideal for language learners, developers, and anyone looking for precise word definitions with contextual examples.","https://rapidapi.com/user/armincdre","By // Andrei","Updated 4 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/antonym-finder-api-apiverve/playground","Antonym Finder API - APIVerve","Antonym is a simple tool for getting the antonyms of a word. It returns a list of antonyms for the given word","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/did-you-mean-api-apiverve/playground","Did You Mean API - APIVerve","Did You Mean is a simple tool for correcting spelling mistakes. It returns the corrected text","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/hardysatiro/api/invoice-extraction-api1/playground","Invoice Extraction API","AI-powered API for extracting structured data from invoices in PDF or image format. Supports multi-currency, tax details, and banking information. Processes up to 80 pages per document with per-page billing.","https://rapidapi.com/user/hardysatiro","By CronexAI","Updated 3 months ago","","",""
"Text Analysis","https://rapidapi.com/HybridWebs/api/character-count/playground","Character Count","A simple API to count characters in a given text.","https://rapidapi.com/user/HybridWebs","By Hybrid Webs","Updated 10 months ago","","",""
"Text Analysis","https://rapidapi.com/subhashishnabajja619/api/cuss-word-detector/playground","Cuss word detector","Detects Cuss words.","https://rapidapi.com/user/subhashishnabajja619","By Subhashish Nabajja","Updated 11 months ago","","",""
"Text Analysis","https://rapidapi.com/sinanuozdemir/api/summarize6/playground","Summarize","Abstractive Summarization","https://rapidapi.com/user/sinanuozdemir","By sinanuozdemir","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/idfy-idfy-default/api/udyog-aadhaar-ocr/playground","Udyog Aadhaar OCR","Extraction of details from image of an Udyog Aadhaar Certificate in real-time.","https://rapidapi.com/organization/idfy","By IDfy","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/conversa-conversa-default/api/human-like-opinion-summarization/playground","Human Like Opinion Summarization","Create controllable Human-Like Summaries of reviews/opinions about a place/product etc. Generate Micro-Content from phrases and Much More!","https://rapidapi.com/organization/conversa","By Conversa","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/mkkoncewicz/api/sentiment-analysis4/playground","Sentiment Analysis","Is this review/comment positive or negative? We can categorize it.","https://rapidapi.com/user/mkkoncewicz","By Marek Koncewicz","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/abhijeetlokhande1996/api/keyword-extractor1/playground","Keyword Extractor","Introducing our state-of-the-art keyword extraction API, designed to help businesses and developers quickly and easily extract the most important keywords and phrases from any type of text. Our API uses advanced natural language processing and machine learning algorithms to analyze the text and identify the most relevant keywords, making it perfect for a wide range of applications, such as content optimization, search engine optimization, and more.  Our API is simple to use, with a user-frien...","https://rapidapi.com/user/abhijeetlokhande1996","By Abhijeet Lokhande","Updated 2 years ago","","127289ms",""
"Text Analysis","https://rapidapi.com/zandora/api/re-letter/playground","Re-letter","Re-letter words to create spooky sentences.","https://rapidapi.com/user/zandora","By Mohammed Musthafa A","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/ryanmcdonough/api/fca-handbook-extraction/playground","FCA Handbook Extraction","Extract references found in the Financial Conduct Authority Handbook.","https://rapidapi.com/user/ryanmcdonough","By developer.legal","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/techgiant1/api/sentence-rephraser/playground","Sentence Rephraser","A sentence converter / paraphrase API / article rewrite API that can automatically rewrite a sentence, phrase, or paragraph. This service can remove plagiarism quickly and easily.","https://rapidapi.com/user/techgiant1","By techgiant1","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/ai-gateway-ai-gateway-default/api/english-text-moderation/playground","English Text Moderation","Moderates and identifies concepts such as toxic, insult, obscene, identity_hate, severe_toxic, and threat","https://rapidapi.com/organization/ai-gateway","By AI Gateway","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/prathameshdahale/api/article-rewriter/playground","Article Rewriter","Automatically rewrite any given text in multiple ways.","https://rapidapi.com/user/prathameshdahale","By Prathamesh Dahale","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/documentdev/api/extract-table-documentdev/playground","Extract Table - DocumentDev","Extract information from PDF Tables instantly. Using the power of Artificial Intelligence and NLP.","https://rapidapi.com/user/documentdev","By documentdev","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/contact-gJJYqXAYX/api/text-analyzer-poweredby-gpt/playground","Text Analyzer poweredby GPT","This is a gpt-based text analysis api. Various kinds of prompt engineering are used to implement this API.
이 API는 gpt 모델을 기반으로 텍스트 분석을 진행합니다. 이 API를 구현하기 위해 다양한 종류의 프롬프트 엔지니어링이 사용되었습니다.","https://rapidapi.com/user/contact-gJJYqXAYX","By Up Growing","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/publioblenilio/api/text-highlights/playground","Text Highlights","If you want to save time reading only the main information from a large text (articles, news, e-mails, for example), this API is for you. Load the full text and this API will return the main topics of the original text. The number of topics will depend on the size of the original text.","https://rapidapi.com/user/publioblenilio","By Publio Blenilio","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/kidddevs/api/linguify-language-detector-api/playground","Linguify - Language Detector API","We are excited to announce the release of the Linguify - Language Detector API, a powerful tool for language detection and analysis. This API empowers developers to identify the language of text, making it an invaluable resource for a wide range of applications.","https://rapidapi.com/user/kidddevs","By Dakidarts","Updated 6 months ago","","",""
"Text Analysis","https://rapidapi.com/sunsapient-msxWnnbX5j-/api/text-segmentation-sentences/playground","Text segmentation - sentences","Text segmentation is the process of dividing written text into meaningful units, such as words, sentences, or topics.","https://rapidapi.com/user/sunsapient-msxWnnbX5j-","By Sun Sapient","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/almann/api/profanity-filter1/playground","Profanity Filter","This API provides a simple way to filter profanity from text. It can detect profanity in text, and replace it with a specified replacement string.","https://rapidapi.com/user/almann","By almann","Updated 4 months ago","","",""
"Text Analysis","https://rapidapi.com/sid-technologies-llc-sid-technologies-llc-default/api/time-interpreter/playground","Time Interpreter","This API is a powerful tool for converting human text into timestamps. With this Time Interpreter API, users can quickly and accurately convert natural language descriptions of time, such as ""yesterday at 3pm"" or ""next Friday at 7am,"" into precise timestamp values that can be used in a wide range of applications. Whether you're building a scheduling app or analyzing data, our API can help streamline your workflow and save you valuable time.

If you have issues with responses or questions plea...","https://rapidapi.com/organization/sid-technologies-llc","By SID Technologies LLC","Updated 2 years ago","8.7","360ms","100%"
"Text Analysis","https://rapidapi.com/momfei/api/auto-segmentation/playground","Auto Segmentation","Multilanguage text auto segmentation using NLP. Supported Languages: English, Chinese, German, French, Italian, Japanese, Korean, Portuguese & Russian.","https://rapidapi.com/user/momfei","By Lim Jing Hui","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/perrylzx/api/text-summarizer2/playground","Text Summarizer","This module uses two different extractive summarization techniques: frequency based and text rank based to summarize text into a specified number of sentences. It also provides other information about the text such as sentimental analysis, reduction percentage, as well as other information about the text.","https://rapidapi.com/user/perrylzx","By perrylzx","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/enkosi/api/artiquery/playground","Artiquery","Generate questions from articles either by url or raw text","https://rapidapi.com/user/enkosi","By enkosi","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/sunsapient-msxWnnbX5j-/api/morphology/playground","Morphology","In linguistics, morphology is the study of words, how they are formed, and their relationship to other words in the same language.","https://rapidapi.com/user/sunsapient-msxWnnbX5j-","By Sun Sapient","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/yotaverse1-yotaverse-default/api/ocr-image-to-text2/playground","OCR image to text","OCR image to text, support +100 languages","https://rapidapi.com/organization/yotaverse1","By Yotaverse","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/gcp-google-gcp-google-default/api/gcp-translate/playground","GCP Translate","Dynamically translate between languages.","https://rapidapi.com/organization/gcp-google","By GCP-Google","Updated 2 years ago","100%","162ms",""
"Text Analysis","https://rapidapi.com/Papersdrop/api/the-best-keyword-density-analyzer-100-percent-accuracy-approved/playground","The Best Keyword Density Analyzer -100 percent accuracy approved","A keyword density tool that is built for the fastest and 100% accurate response. Optimizing the keyword density will boost the visibility as well as the ranking on search engine results page. An analyzer like never  before. Just tap, proceed and voila!","https://rapidapi.com/user/Papersdrop","By Papersdrop","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/jjespinozala/api/text-entities-api/playground","Text Entities API","Returns key entities in a text including events, location, organization, person, titles, quanitites and much more. You can read a blog post on the API here: https://medium.com/p/9983b0311038/edit","https://rapidapi.com/user/jjespinozala","By JJ Espinoza","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/santiagobassani96/api/tldr-summary/playground","TLDR Summary","Get extractive summaries for you textual data","https://rapidapi.com/user/santiagobassani96","By Santiago Bassani","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/contact-cmWXEDTql/api/api-google-translate/playground","API-Google-Translate","Best easy to use Google Translate API, you can translate to any language, no need for Google api key.","https://rapidapi.com/user/contact-cmWXEDTql","By madapi","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/teamsdevbot-teamsdevbot-default/api/gtranslate-by-using-ai-like-google-yandex-translate/playground","GTranslate By Using Ai - Like Google & Yandex Translate","GTranslate . 100+ Langs. HTML/Text/JSON. Protected words. Multiple target langs in single request.","https://rapidapi.com/organization/teamsdevbot","By TeamsDevBot","Updated 10 months ago","","",""
"Text Analysis","https://rapidapi.com/geencay/api/phoenixink1/playground","PhoenixInk","Rebirth your articles with impeccable structure and flow. It has OpenI API support in the background.
Look no further than PhoenixInk, the transformative API designed to help you achieve remarkable articles with flawless structure and seamless flow. 
As the legendary phoenix rises from its ashes, PhoenixInk empowers you to resurrect your writing, infusing it with captivating elegance and clarity.","https://rapidapi.com/user/geencay","By Gencay -","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/textkit-textkit-default/api/detect4/playground","Detect","Find intrinsic or extrinsic attributes on a given text","https://rapidapi.com/organization/textkit","By TextKit","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/contacttempjo/api/isummar/playground","Isummar","The paragraphs and articles you enter are summarised using this API. Simply enter the URL of the website you want to get a summary of as input and get the  quick summary of your lengthy paragraphs to save your time.","https://rapidapi.com/user/contacttempjo","By contact tempjo","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/dashkite-dashkite-default/api/link-preview2/playground","Link Preview","Preview (unfurl, expand) links (URLs).","https://rapidapi.com/organization/dashkite","By DashKite","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/unicornNLP/api/sentiment-analysis-2-0-for-vacation-rental-apartment-reviews/playground","Sentiment Analysis 2.0 for Vacation Rental / Apartment Reviews","Sentiment Analysis 2.0 for Vacation Rental /Apartment Reviews - Language Understanding API specially designed for Vacation Rentals/Apartments Reviews.","https://rapidapi.com/user/unicornNLP","By CognitiveAPIs","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/ej84/api/text-corrector-api/playground","Text Corrector API","This API easily and quickly fixes wrong spell or typo in text.","https://rapidapi.com/user/ej84","By Richard Jeong","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/sunsapient-msxWnnbX5j-/api/key-to-text/playground","Key to text","Key to text introduces the idea of building a model that would translate keywords into sentences.","https://rapidapi.com/user/sunsapient-msxWnnbX5j-","By Sun Sapient","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/mlicul/api/sentipop/playground","Sentipop","Emotion Analysis (multilanguage) from Text

Sentipop advanced AI-empowered Text emotion analysis.
Primary emotions and sentiment extraction from any paragraph of text.
Analyze ,understand and sort comments,reviews ecc. base on emotions contained in text.
You can find the supported langueges in the About section.

This API enables you to detect the 8 primary emotions of a paragraph of text.\
In total, our API can identify 8 primary emotions. 
Those are: Anger, Anticipation, Disgust, Fear, Joy,...","https://rapidapi.com/user/mlicul","By mlicul","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/pedromlchaves/api/patenteye/playground","PatentEye","Advanced patent data search and topic analysis leveraging NLP","https://rapidapi.com/user/pedromlchaves","By Pedro Chaves","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/AmolMavuduru/api/tldr-text-analysis/playground","TLDR Text Analysis","TLDR (Too Long Didn't Read) is a Text Analysis API that allows you to extract summaries and ranked keywords from articles on web.","https://rapidapi.com/user/AmolMavuduru","By Amol Mavuduru","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/omer.arshad/api/paraphrase1/playground","paraphrase","Get your text re-written in different styles, avoiding plagiarism, producing creativity","https://rapidapi.com/user/omer.arshad","By","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/wryter-wryter-default/api/paraphrasing/playground","Paraphrasing","A simple paraphrasing tool / text rewriter API that can automatically paraphrase sentences or paragraphs. Paragraphs rewritten by the API passes all of the most common plagiarism checks.","https://rapidapi.com/organization/wryter","By Wryter","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/searchableland-no-piracy-team/api/piracy/playground","piracy","Scan your content for pirated links and sources.","https://rapidapi.com/organization/searchableland","By searchableguy","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/admobsteelindia/api/keyword-extraction4/playground","Keyword Extraction","Keyword extraction API - MULTILANGUAGE provides most relevant keywords to the text which would be useful in getting insights, knowledge about the text, meaningful context etc. There are numerous languages this particular api supports. Fuzzy selection is implemented where multiple Algorithms/approaches work to select best keywords. Use proper ""LANGUAGE CODE"", for particular language.

Various supported languages are : Arabic  Azerbaijani  Basque  Bengali  Catalan  Chinese  Danish  Dutch  Engli...","https://rapidapi.com/user/admobsteelindia","By General Innovs","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/shipowner/api/gpt3-5-seonjeongseong-bunseog/playground","GPT3.5 선정성 분석","GPT-3.5-turbo를 기반으로 한 선정성 수치화 모델","https://rapidapi.com/user/shipowner","By 기선주","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/zyla-labs-zyla-labs-default/api/text-sentiment-analyzer-api1/playground","Text Sentiment Analyzer API","The Text Sentiment Analyzer API is a tool for analyzing the sentiment of textual data. It uses advanced natural language processing techniques to determine the emotional tone of the text, providing insight into whether the text is positive, negative, or neutral. This API can be used in various applications such as social media monitoring, customer feedback analysis, and market research.","https://rapidapi.com/organization/zyla-labs","By Zyla Labs","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/vigneshw218/api/contextually-similar-words/playground","Contextually Similar Words","It'll return words which are in same contextual group","https://rapidapi.com/user/vigneshw218","By Vignesh R","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/wisebubbler-UKPh8W-v4vO/api/wise_extraction/playground","Wise_extraction","This api takes in a url of an article and returns the text.

It can be useful for: 
- Text to speech from articles
- Running analysis on article text
- Displaying articles in your own format on a website
- Running analytics on articles in the same format","https://rapidapi.com/user/wisebubbler-UKPh8W-v4vO","By Wise Bubbler","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/admin-5rw3IvE1m/api/fast-text-similarity1/playground","Fast Text Similarity","Quickly evaluate the similarity of words, sentences, or paragraphs in different languages","https://rapidapi.com/user/admin-5rw3IvE1m","By Logic Labs","Updated 4 months ago","8.5","859ms","100%"
"Text Analysis","https://rapidapi.com/metatext-metatext-default/api/sentiment-analysis-industrial/playground","Sentiment Analysis Industrial","Industrial-grade Sentiment Analysis API. Opinions from any language and about particular elements in the text.","https://rapidapi.com/organization/metatext","By Metatext.io","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/amitraj2383-c-MDBZoNUAJ/api/ai-based-questions-generator/playground","AI Based Questions Generator","Generates a list of questions and answers from a given text. Generated questions and answers can be used to train chatGPT or to create a questionnaire.","https://rapidapi.com/user/amitraj2383-c-MDBZoNUAJ","By Amit Raj","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/microbrands/api/textrewrite-com/playground","TextRewrite.com","Rewrite text with our machine learning based technology. After sign-up you can use http://textrewrite.com/tool","https://rapidapi.com/user/microbrands","By microbrands","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/Biboulin/api/grammar-corrector-api/playground","Grammar corrector API","This API, based on a powerful text analysis AI model  is able to check any grammar or spelling errors of a given text.","https://rapidapi.com/user/Biboulin","By Biboulin","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/thiere18/api/pdf-highlight-and-annotation-extraction-api/playground","PDF Highlight and Annotation Extraction API","Unlock the full potential of your PDF documents with our powerful PDF Highlight and Annotation Extraction API. With just a few lines of code, you can easily extract all the highlighted and annotated text from any PDF document. This API is perfect for document analysis, text mining, and other applications that require access to PDF highlights and annotations. It's easy to use, fast, and supports a wide range of PDF formats. Monetize your application by subscribing to our API and access it thro...","https://rapidapi.com/user/thiere18","By thierno ibrahima lo","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/fletcherrippon/api/gibberish-text-detection/playground","Gibberish Text Detection","Gibberish Text Detection API that identifies nonsensical, incoherent, or gibberish text input. Our powerful algorithm assesses the textual input and determines its relevance and coherence, ensuring your platform stays free of confusing and unproductive content. Enhance user experience, streamline communication, and maintain content quality","https://rapidapi.com/user/fletcherrippon","By Fletcher Rippon","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/dmecke/api/language-tools/playground","Language Tools","Various tools to analyze and modify text.","https://rapidapi.com/user/dmecke","By dmecke","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/plopadop/api/palindrome-tester/playground","Palindrome Tester","Determine whether or not a string is a palindrome.","https://rapidapi.com/user/plopadop","By plopadop","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/beslogic-ai-inc-beslogic-ai-inc-default/api/textanalysisapi/playground","TextAnalysisAPI","Natural Language API provides natural language understanding technologies to developers, including sentiment analysis, entity analysis, entity sentiment analysis, content classification, and syntax analysis.","https://rapidapi.com/organization/beslogic-ai-inc","By Beslogic AI inc","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/general-scripting-gmbh-general-scripting-gmbh-default/api/linguin-ai/playground","Linguin AI","Language And Profanity Detection as a Service","https://rapidapi.com/organization/general-scripting-gmbh","By General Scripting GmbH","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/jjespinozala/api/text-sentiment-api/playground","Text Sentiment API","The Text Sentiment API on RapidAPI is one of the fastest and most robust sentiment analysis APIs. It returns values of POSITIVE, NEGATIVE, NEUTRAL, or MIXED and the associated probabilities (confidence) that a text has these sentiments. You can read more about the APi in this blog post: https://jj-espinoza-la.medium.com/the-benefits-and-uses-of-sentiment-analysis-apis-810de5f40fce","https://rapidapi.com/user/jjespinozala","By JJ Espinoza","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/kkkkqqqq/api/chinese-word-segmenter-with-custom-dictionary/playground","Chinese Word Segmenter With Custom Dictionary","Chinese Word Segmenter With Custom Dictionary","https://rapidapi.com/user/kkkkqqqq","By kkkkqqqq","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/WRT/api/senti-level-ai/playground","Senti Level AI","AI service to flag positive or negative sentiment from any text source such as tweets, reviews, and chat logs.","https://rapidapi.com/user/WRT","By WRT","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/geneea-analytics-geneea-analytics-default/api/sentiment-analysis-by-geneea/playground","Sentiment Analysis by Geneea","Find out what the attitude of the text’s author was. We give you the sentiment of the whole review, as well as that of individual sentences and entities.","https://rapidapi.com/organization/geneea-analytics","By Geneea Analytics","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/Bstiler/api/justreadit/playground","JustReadIt","Cleans a HTML code to give only clean and useful text.","https://rapidapi.com/user/Bstiler","By Bstiler","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/earonesty/api/zephyr-beta/playground","Zephyr Beta","ChatGPT API: Highly performant, fast language model.  Fullly openai compatible.  Use existing python or node openai libs!   Compare to GPT3.","https://rapidapi.com/user/earonesty","By tactical","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/avinoam2009/api/dictionary-api2/playground","Dictionary API","This API will take any word and give you the words defenition, synonyms and antonyms.","https://rapidapi.com/user/avinoam2009","By Avinoam-Gaming","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/fiberbase2/api/krutidev-to-mangal-convertor-api/playground","Krutidev to Mangal Convertor API","Simplest Krutidve to Mangal API That Can Convert Any Krutidev Text To Mangal Text within Seconds","https://rapidapi.com/user/fiberbase2","By Ravanium","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/axelphunter/api/hyperlink-generator-for-articles-and-blogposts/playground","Hyperlink generator for Articles and Blogposts","Our API automates the addition of context-aware hyperlinks to markdown content. It's powered by AI that digs into your text to understand its context. Then, it smartly picks out and inserts relevant organic links. This means you get hyperlinks that are not only on-point but also blend naturally with your content, making it more useful and engaging. Plus, it's all automated, saving you the hassle of manual linking.","https://rapidapi.com/user/axelphunter","By axelphunter","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/sunsapient-msxWnnbX5j-/api/sentiment-analysis-in-stock-market/playground","Sentiment Analysis in Stock Market","As financial markets getting faster and more complex, it is difficult for market participants to manage the information overload. Sentiment analysis is a useful text mining method to process textual content and filter the results with analysis methods to relevant and meaningful information.","https://rapidapi.com/user/sunsapient-msxWnnbX5j-","By Sun Sapient","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/grimaceape/api/text-translate3/playground","Text Translate","Real-time text translation with over 100+ supported languages.","https://rapidapi.com/user/grimaceape","By Grimace Ape","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/mayanksharma2410/api/emotion-detector1/playground","Emotion Detector","With the help of Natural Language Processing, detect the emotion of your tweet or text.","https://rapidapi.com/user/mayanksharma2410","By Mayank Sharma","Updated 2 years ago","","",""
